date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-06-16,104.7242,105.3353,104.4276,105.0297,1810217,1810217,0.071897,0.069,104.9886,"Jun 16, 14",0.07180709662210918
2014-06-17,104.5804,105.4701,104.4276,105.1555,2243970,2243970,0.125816,0.12,105.0969,"Jun 17, 14",0.07309086047895215
2014-06-18,105.2274,105.5689,104.1849,105.3532,2896281,2896281,0.197712,0.188,104.8006,"Jun 18, 14",0.07510834946542158
2014-06-19,105.5689,105.8116,104.8365,105.6678,2256978,2256978,0.314541,0.299,105.4346,"Jun 19, 14",0.07831877958754241
2014-06-20,106.1441,106.2969,105.542,106.0362,5249698,5249698,0.368461,0.349,106.1873,"Jun 20, 14",0.08207822795686631
2014-06-23,105.8475,105.9823,104.8859,105.2634,2100981,2100981,-0.77287,-0.729,105.2635,"Jun 23, 14",0.07419195841339855
2014-06-24,104.8679,105.1376,103.9333,103.9603,2770329,2770329,-1.3031,-1.238,104.4804,"Jun 24, 14",0.06089408335893043
2014-06-25,103.9243,104.5534,103.6727,104.3557,2467336,2467336,0.395423,0.38,104.1853,"Jun 25, 14",0.06492906133186929
2014-06-26,104.3018,104.4456,103.4031,104.0232,2914236,2914236,-0.332513,-0.319,103.8459,"Jun 26, 14",0.06153596528735191
2014-06-27,104.0052,104.7691,103.7805,104.7691,9124025,9124025,0.74591,0.717,114.8463,"Jun 27, 14",0.06914772570721812
2014-06-30,104.5983,104.5983,103.5289,103.7536,3384312,3384312,-1.0155,-0.969,104.2167,"Jun 30, 14",0.05878475117125601
2014-07-01,104.2209,104.6702,103.7985,104.1849,3245267,3245267,0.431373,0.416,104.2893,"Jul 1, 14",0.0631860814690014
2014-07-02,104.2299,104.2299,103.0796,103.475,3821628,3821628,-0.709965,-0.681,103.3718,"Jul 2, 14",0.055941693853954984
2014-07-03,103.8165,104.2479,103.6997,103.8255,1746017,1746017,0.350489,0.339,103.9542,"Jul 3, 14",0.05951847630088248
2014-07-07,103.8974,104.0681,103.0885,103.439,3785466,3785466,-0.386434,-0.372,103.3087,"Jul 7, 14",0.05557432104913504
2014-07-08,103.1245,103.439,102.4055,102.5134,2862034,2862034,-0.925651,-0.895,102.6253,"Jul 8, 14",0.04612875804520937
2014-07-09,102.765,102.8998,101.8933,102.3067,3358370,3358370,-0.2067,-0.202,102.231,"Jul 9, 14",0.044019425857534954
2014-07-10,101.3631,102.3786,101.0494,102.0101,3654818,3654818,-0.296567,-0.29,101.849,"Jul 10, 14",0.04099268213782395
2014-07-11,102.2707,102.9448,102.0371,102.5673,3697642,3697642,0.557188,0.546,102.5926,"Jul 11, 14",0.04667879677242586
2014-07-14,103.3312,103.6637,103.0526,103.2413,3017400,3017400,0.674016,0.657,103.3117,"Jul 14, 14",0.05355683206266561
2014-07-15,103.493,104.4725,103.0256,103.2054,4488711,4488711,-0.035947,-0.035,103.4402,"Jul 15, 14",0.053190479737859085
2014-07-16,103.5918,103.5918,102.6572,102.774,3503710,3503710,-0.431371,-0.418,102.9077,"Jul 16, 14",0.04878812896010028
2014-07-17,102.3876,102.5493,101.3002,101.3451,4876198,4876198,-1.4289,-1.39,101.9468,"Jul 17, 14",0.03420649004878919
2014-07-18,101.5608,102.1404,101.364,102.064,4244977,4244977,0.718947,0.709,101.787,"Jul 18, 14",0.04154272086504044
2014-07-21,101.9292,102.0011,101.1654,101.5338,5188155,5188155,-0.530226,-0.52,101.5212,"Jul 21, 14",0.036132135834053634
2014-07-22,102.3247,102.4505,98.0559,99.6286,10528226,10528226,-1.9052,-1.876,99.668,"Jul 22, 14",0.01668995061897223
2014-07-23,99.4399,99.6735,98.4513,98.6131,6990953,6990953,-1.0155,-1.019,98.905,"Jul 23, 14",0.006326976083009973
2014-07-24,98.8557,99.0265,97.7683,97.9121,6811902,6811902,-0.700979,-0.711,98.2127,"Jul 24, 14",-0.0008265888108448765
2014-07-25,97.6335,98.1368,97.4448,97.8492,4349771,4349771,-0.062907,-0.064,97.7392,"Jul 25, 14",-0.001468470739266358
2014-07-28,97.966,98.1098,97.1302,97.948,5391509,5391509,0.098854,0.101,97.6721,"Jul 28, 14",-0.000460236486038354
2014-07-29,97.7863,98.1817,96.3484,96.4562,5480659,5480659,-1.4918,-1.523,97.1696,"Jul 29, 14",-0.015683757325770924
2014-07-30,96.8876,97.1932,95.3239,95.6025,5978252,5978252,-0.853755,-0.885,95.8267,"Jul 30, 14",-0.02439559520007013
2014-07-31,94.9914,95.7723,94.4522,94.4971,6528939,6528939,-1.1054,-1.156,95.0059,"Jul 31, 14",-0.035675981268068827
2014-08-01,94.2904,95.0902,93.6883,94.1376,4731390,4731390,-0.359475,-0.38,94.3208,"Aug 1, 14",-0.03934460691620116
2014-08-04,94.3982,94.6678,93.8186,94.4072,3985887,3985887,0.269606,0.286,94.2961,"Aug 4, 14",-0.03659339280010526
2014-08-05,94.2005,95.0093,93.895,94.3803,5579417,5579417,-0.026958,-0.029,94.4394,"Aug 5, 14",-0.0368679019237068
2014-08-06,93.6883,93.9579,92.6907,93.2749,5408910,5408910,-1.1054,-1.171,93.4758,"Aug 6, 14",-0.0481482879917055
2014-08-07,93.8141,93.9758,93.2299,93.6613,4155700,4155700,0.386435,0.414,93.589,"Aug 7, 14",-0.04420515321997162
2014-08-08,94.0657,95.243,93.5714,95.225,4479803,4479803,1.5637,1.67,94.6851,"Aug 8, 14",-0.028247907250612585
2014-08-11,95.7732,96.0249,94.9734,95.0093,3262564,3262564,-0.215684,-0.226,95.3305,"Aug 11, 14",-0.030449082639491986
2014-08-12,94.6768,95.0812,94.1511,94.2814,4353197,4353197,-0.727938,-0.766,94.4246,"Aug 12, 14",-0.03787715665694823
2014-08-13,94.6971,95.5919,94.6971,95.4021,3487744,3487744,1.1207,1.189,95.3577,"Aug 13, 14",-0.0264406371469011
2014-08-14,95.3931,95.8449,95.3479,95.5919,2327209,2327209,0.189792,0.199,95.6379,"Aug 14, 14",-0.02450376608148944
2014-08-15,96.0799,96.1251,94.8418,95.4654,3106685,3106685,-0.126529,-0.132,95.4012,"Aug 15, 14",-0.025794673298426073
2014-08-18,96.3962,97.7157,96.2336,97.6886,5037069,5037069,2.2233,2.329,97.2943,"Aug 18, 14",-0.00310736164076863
2014-08-19,97.77,98.1315,97.3271,98.1134,3962043,3962043,0.424773,0.435,97.8394,"Aug 19, 14",0.0012276374561066064
2014-08-20,98.1496,99.2973,98.1134,99.1527,4502248,4502248,1.0393,1.059,98.925,"Aug 20, 14",0.011833486235255314
2014-08-21,99.4148,99.6137,98.9629,99.4691,2849592,2849592,0.316321,0.319,99.4151,"Aug 21, 14",0.01506228499761717
2014-08-22,99.225,99.3606,98.728,98.8635,2365410,2365410,-0.605527,-0.609,98.9738,"Aug 22, 14",0.008882258036535263
2014-08-25,99.4058,99.4148,98.3484,98.6918,2629711,2629711,-0.171719,-0.174,98.6403,"Aug 25, 14",0.007130093853546855
2014-08-26,99.3245,99.5685,99.0895,99.1256,2022710,2022710,0.433813,0.44,99.2916,"Aug 26, 14",0.011556936151627078
2014-08-27,99.5956,99.7221,98.3936,98.5924,2550527,2550527,-0.533224,-0.538,98.7037,"Aug 27, 14",0.006115736720238461
2014-08-28,98.3303,98.7189,97.8603,98.6105,2128312,2128312,0.018075,0.018,98.3642,"Aug 28, 14",0.0063004436026618555
2014-08-29,98.6105,98.8274,97.3452,97.5892,4717408,4717408,-1.0213,-1.036,97.6087,"Aug 29, 14",-0.00412171877407688
2014-09-02,97.8423,98.5743,97.3542,98.5472,4142994,4142994,0.957999,0.982,98.2429,"Sep 2, 14",0.005654479754186829
2014-09-03,99.4058,99.4148,98.3484,98.6918,2629826,2629826,0.144602,0.147,98.6403,"Sep 3, 14",0.007130093853546855
2014-09-04,98.9539,99.0985,98.5653,98.7099,2856614,2856614,0.018078,0.018,98.8347,"Sep 4, 14",0.007314800735970251
2014-09-05,98.972,98.972,97.9507,98.2399,2793109,2793109,-0.469961,-0.476,98.3166,"Sep 5, 14",0.0025185446730433825
2014-09-08,98.4207,98.4568,98.0411,98.1496,3788682,3788682,-0.090377,-0.092,98.2259,"Sep 8, 14",0.0015970512209533968
2014-09-09,98.2942,98.493,97.9778,98.2128,2114654,2114654,0.063264,0.064,98.258,"Sep 9, 14",0.002241994589415001
2014-09-10,98.2128,98.7099,97.6886,98.0592,2364619,2364619,-0.153643,-0.156,97.958,"Sep 10, 14",0.0006745372888499886
2014-09-11,97.8603,98.267,97.6525,98.0682,2270591,2270591,0.00904,0.009,98.0409,"Sep 11, 14",0.0007663804900549749
2014-09-12,97.7971,98.1857,97.563,97.9236,2920513,2920513,-0.144604,-0.147,97.876,"Sep 12, 14",-0.000709233609305196
2014-09-15,97.8603,98.0321,97.3813,97.8965,2515005,2515005,-0.027112,-0.028,97.7551,"Sep 15, 14",-0.0009857836929334325
2014-09-16,97.4536,98.3845,96.9656,98.0953,3089841,3089841,0.19883,0.203,97.8322,"Sep 16, 14",0.0010429305736832113
2014-09-17,98.2038,98.4659,97.2639,97.6344,4109310,4109310,-0.460923,-0.47,97.8359,"Sep 17, 14",-0.0036604618080252477
2014-09-18,97.0741,98.2038,97.0741,98.0773,3439674,3439674,0.442845,0.454,98.0731,"Sep 18, 14",0.0008592441712732388
2014-09-19,98.6014,98.6918,97.7519,98.014,5947486,5947486,-0.063263,-0.065,98.2298,"Sep 19, 14",0.0002132803227982121
2014-09-22,97.6344,98.023,96.1341,96.2245,4142326,4142326,-1.7895,-1.826,96.8091,"Sep 22, 14",-0.01804820951679243
2014-09-23,96.2336,96.2336,94.9321,95.2756,3839324,3839324,-0.948959,-0.986,95.4525,"Sep 23, 14",-0.027731544363837873
2014-09-24,95.4654,96.0257,95.0225,95.863,3826823,3826823,0.58745,0.617,95.7184,"Sep 24, 14",-0.021737244765192638
2014-09-25,95.7997,95.854,94.2633,94.4351,3936197,3936197,-1.428,-1.49,94.643,"Sep 25, 14",-0.03630867887636979
2014-09-26,94.2181,95.2349,94.2181,95.1129,4076482,4076482,0.677829,0.718,94.7173,"Sep 26, 14",-0.029391865345621295
2014-09-29,94.3537,95.3388,94.2362,94.9683,2896800,2896800,-0.144603,-0.152,94.9611,"Sep 29, 14",-0.030867479444981322
2014-09-30,95.384,95.9895,94.9547,95.4382,5014223,5014223,0.469959,0.495,95.4437,"Sep 30, 14",-0.026072243862067877
2014-10-01,95.0767,95.1219,93.4861,93.8476,5865167,5865167,-1.5906,-1.667,93.9434,"Oct 1, 14",-0.04230399895502845
2014-10-02,93.7301,93.9651,92.5914,93.3053,4034343,4034343,-0.542263,-0.578,93.2333,"Oct 2, 14",-0.04783806206763533
2014-10-03,93.9109,94.5163,93.6307,94.3718,3044892,3044892,1.0665,1.143,94.2408,"Oct 3, 14",-0.036954642724844965
2014-10-06,94.9502,95.3851,93.7663,94.191,2981920,2981920,-0.180755,-0.192,94.4105,"Oct 6, 14",-0.038799670589051635
2014-10-07,93.8476,93.9832,91.6243,91.6605,5991772,5991772,-2.5306,-2.687,92.4617,"Oct 7, 14",-0.06462291732785266
2014-10-08,91.9135,92.8173,91.0007,92.754,6250028,6250028,1.0936,1.193,91.9034,"Oct 8, 14",-0.0534639683814472
2014-10-09,92.4106,92.8263,90.2235,90.3229,6740200,6740200,-2.4311,-2.621,90.9312,"Oct 9, 14",-0.07827285798693984
2014-10-10,90.3681,91.073,89.6993,90.3229,6678094,6678094,0,0,90.55,"Oct 10, 14",-0.07827285798693984
2014-10-13,90.4223,91.2402,89.6722,89.7535,5112757,5112757,-0.569374,-0.63,90.5646,"Oct 13, 14",-0.0840834711831751
2014-10-14,90.115,91.3803,89.9975,90.4856,4573027,4573027,0.732054,0.816,90.7254,"Oct 14, 14",-0.07661253700515641
2014-10-15,89.5276,90.0066,87.9369,89.627,7105041,7105041,-0.858583,-0.949,89.096,"Oct 15, 14",-0.08537437840011187
2014-10-16,89.2003,90.9542,89.0095,90.1727,6099346,6099346,0.545668,0.609,90.1868,"Oct 16, 14",-0.07980561896704964
2014-10-17,90.6483,92.1666,90.594,91.7599,7281991,7281991,1.5872,1.76,91.7648,"Oct 17, 14",-0.06360856019454428
2014-10-20,91.6605,91.9768,91.2493,91.7147,6399355,6399355,-0.04519,-0.049,91.6377,"Oct 20, 14",-0.06406981716059605
2014-10-21,94.1007,94.1278,90.9917,92.1666,12554807,12554807,0.451888,0.493,92.4587,"Oct 21, 14",-0.05945826798009243
2014-10-22,93.1878,93.1878,91.3351,91.4436,6187794,6187794,-0.723017,-0.784,92.0768,"Oct 22, 14",-0.06683633847689271
2014-10-23,92.9709,93.938,92.6004,93.2511,5691721,5691721,1.8075,1.977,93.2393,"Oct 23, 14",-0.04839116223489209
2014-10-24,93.233,93.8747,92.9077,93.8295,3657912,3657912,0.578414,0.62,93.5117,"Oct 24, 14",-0.042488705837451846
2014-10-27,93.8024,94.2633,93.5313,94.1639,2957515,2957515,0.334394,0.356,93.9555,"Oct 27, 14",-0.03907622067268002
2014-10-28,94.8598,96.2697,94.7694,96.0438,4173606,4173606,1.8798,1.996,95.546,"Oct 28, 14",-0.01989221690098582
2014-10-29,96.4505,96.9475,95.2756,95.6642,4060698,4060698,-0.379583,-0.395,95.9459,"Oct 29, 14",-0.023765959031809426
2014-10-30,95.0858,96.333,94.6248,96.107,2890537,2890537,0.442848,0.463,95.6773,"Oct 30, 14",-0.019247273532524218
2014-10-31,97.4536,97.5621,96.6854,96.7035,4461135,4461135,0.596488,0.621,96.9034,"Oct 31, 14",-0.013160110252660576
2014-11-03,97.0831,97.1554,95.8269,96.0709,4594031,4594031,-0.632641,-0.654,96.151,"Nov 3, 14",-0.019615666817357588
2014-11-04,96.7035,96.9638,96.098,96.5951,3992367,3992367,0.524188,0.546,96.547,"Nov 4, 14",-0.014266310587173956
2014-11-05,97.2006,98.0049,96.7758,97.544,6698886,6698886,0.94896,0.982,97.6271,"Nov 5, 14",-0.004582975740128656
2014-11-06,97.5169,98.3574,97.4085,98.1315,3581311,3581311,0.58745,0.602,98.087,"Nov 6, 14",0.0014123443385300016
2014-11-07,98.0501,98.5834,97.5621,98.5834,3253547,3253547,0.451887,0.46,98.2576,"Nov 7, 14",0.006023893519033475
2014-11-10,98.5563,98.7189,98.2128,98.5111,3523694,3523694,-0.072302,-0.073,98.4563,"Nov 10, 14",0.005286086469353461
2014-11-11,98.5111,98.6466,97.6344,97.8423,2951164,2951164,-0.668792,-0.679,98.0066,"Nov 11, 14",-0.0015388838601901953
2014-11-12,97.8393,98.3755,97.5576,98.2664,3182552,3182552,0.424152,0.434,98.1524,"Nov 12, 14",0.002788971876591373
2014-11-13,98.43,99.0206,98.1119,98.2664,4211737,4211737,0,0,98.4936,"Nov 13, 14",0.002788971876591373
2014-11-14,98.0665,98.5209,97.5849,97.6394,2935483,2935483,-0.626999,-0.638,97.8434,"Nov 14, 14",-0.0036094378073558593
2014-11-17,97.4213,97.8939,97.3668,97.5667,2394470,2394470,-0.072696,-0.074,97.6117,"Nov 17, 14",-0.004351326777089418
2014-11-18,97.8666,99.1297,97.494,98.8662,2679269,2679269,1.2994,1.332,98.7164,"Nov 18, 14",0.008909810996896802
2014-11-19,98.639,98.8843,98.3309,98.7389,2271154,2271154,-0.127216,-0.129,98.7272,"Nov 19, 14",0.007610739939852935
