date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2014-04-15,98.0775,99.3994,97.7718,99.3911,7681867,7681867,1.3219,1.348,98.9229,"Apr 15, 14",0.09203228485916577
2014-04-16,99.8868,100.8906,99.8868,100.6552,7277495,7277495,1.2641,1.272,100.5545,"Apr 16, 14",0.1059212347881883
2014-04-17,100.5643,102.3241,100.5643,102.1836,8604891,8604891,1.5285,1.519,101.8894,"Apr 17, 14",0.12271410803517675
2014-04-21,101.6631,102.7785,101.6631,102.6463,6351118,6351118,0.46267,0.453,102.5151,"Apr 21, 14",0.12779789660582677
2014-04-22,102.3406,102.7367,102.1258,102.448,5851778,5851778,-0.198289,-0.193,102.5166,"Apr 22, 14",0.12561913007554815
2014-04-23,102.605,103.2412,102.605,103.0181,5596357,5596357,0.570075,0.556,103.0508,"Apr 23, 14",0.13188294650979854
2014-04-24,103.142,103.2081,102.5637,102.6959,5185910,5185910,-0.322215,-0.313,102.8536,"Apr 24, 14",0.1283428629189978
2014-04-25,102.638,103.0264,102.1011,102.4398,5778653,5778653,-0.25612,-0.249,102.505,"Apr 25, 14",0.12552903483829017
2014-04-28,102.6628,104.15,102.6546,103.8773,7687848,7687848,1.4376,1.403,103.5475,"Apr 28, 14",0.14132316941860018
2014-04-29,104.0343,105.1497,103.9021,104.0756,6666828,6666828,0.198288,0.191,104.7385,"Apr 29, 14",0.14350193594887867
2014-04-30,103.9021,104.0839,103.5303,103.7038,6129242,6129242,-0.371788,-0.357,103.7519,"Apr 30, 14",0.13941688604490707
2014-05-01,103.8195,103.9021,102.6794,103.2246,6380335,6380335,-0.479195,-0.462,103.2769,"May 1, 14",0.13415180827733514
2014-05-02,102.3654,103.9352,102.101,103.0429,5406091,5406091,-0.18176,-0.176,103.0878,"May 2, 14",0.13215542966638405
2014-05-05,103.1255,103.9765,102.7289,103.5716,4224353,4224353,0.528762,0.513,103.5873,"May 5, 14",0.13796437502472136
2014-05-06,103.2742,103.8443,102.8776,103.2494,5600010,5600010,-0.322214,-0.311,107.7738,"May 6, 14",0.13442429143392065
2014-05-07,104.0591,104.7448,103.803,104.2904,5436267,5436267,1.041,1.008,104.32,"May 7, 14",0.1458619916760792
2014-05-08,103.8525,104.2078,103.1668,103.3486,5010009,5010009,-0.941861,-0.903,103.5626,"May 8, 14",0.13551422406026287
2014-05-09,103.5964,104.1582,102.9727,103.299,4826142,4826142,-0.049574,-0.048,103.3729,"May 9, 14",0.13496925774709184
2014-05-12,103.7451,103.7451,102.9685,103.4725,4914743,4914743,0.173504,0.168,103.2901,"May 12, 14",0.1368755411207848
2014-05-13,103.7451,104.0921,103.2494,103.9765,4415213,4415213,0.503978,0.487,103.7897,"May 13, 14",0.14241310204494223
2014-05-14,104.2161,104.7448,103.9021,104.4474,4961548,4961548,0.470929,0.453,104.4137,"May 14, 14",0.1475869858528504
2014-05-15,104.2974,104.5724,102.9476,103.1642,5942941,5942941,-1.2832,-1.229,103.5503,"May 15, 14",0.1334881799443607
2014-05-16,103.2892,103.6142,102.3976,102.6393,6435090,6435090,-0.524945,-0.509,102.8355,"May 16, 14",0.1277209860374358
2014-05-19,102.4476,102.8393,102.3643,102.4476,4045979,4045979,-0.191646,-0.187,102.5661,"May 19, 14",0.1256147351859258
2014-05-20,102.4476,102.5726,101.856,102.0727,4044716,4044716,-0.374962,-0.366,102.1806,"May 20, 14",0.121495624887381
2014-05-21,102.4893,103.6225,102.4393,103.4559,4758794,4758794,1.3832,1.355,103.2017,"May 21, 14",0.13669315320145742
2014-05-22,103.4059,103.6642,102.9559,103.0142,3262734,3262734,-0.441622,-0.427,103.2078,"May 22, 14",0.13184009633598062
2014-05-23,103.4059,103.6225,102.7643,102.7976,3811307,3811307,-0.216643,-0.21,102.9985,"May 23, 14",0.12946026360547966
2014-05-27,103.1226,103.3142,102.281,102.356,4287468,4287468,-0.441622,-0.43,102.4537,"May 27, 14",0.12460830546240832
2014-05-28,102.406,102.7476,102.0893,102.0893,4705743,4705743,-0.266637,-0.26,102.4669,"May 28, 14",0.12167801280670837
2014-05-29,102.3976,102.406,101.3644,101.9227,6255073,6255073,-0.166647,-0.163,101.7595,"May 29, 14",0.11984754127900092
2014-05-30,101.856,102.3893,101.6644,102.3143,5166981,5166981,0.391623,0.384,103.082,"May 30, 14",0.12415013821927873
2014-06-02,102.431,102.5226,101.6644,101.831,3689833,3689833,-0.483286,-0.472,101.9376,"Jun 2, 14",0.11884001283307781
2014-06-03,101.981,102.3393,101.4227,102.1143,3563774,3563774,0.283307,0.278,101.9572,"Jun 3, 14",0.12195269340810513
2014-06-04,101.9227,102.2227,101.656,101.9477,3285543,3285543,-0.16665,-0.163,102.0853,"Jun 4, 14",0.12012222188039752
2014-06-05,102.0977,103.1392,102.0393,102.9226,4225026,4225026,0.974897,0.956,102.7866,"Jun 5, 14",0.13083366661246312
2014-06-06,103.0726,103.9058,102.9392,103.4809,4295422,4295422,0.558274,0.542,104.1854,"Jun 6, 14",0.13696783380285418
2014-06-09,103.3309,103.8583,103.2226,103.6308,3660777,3660777,0.149987,0.145,103.6368,"Jun 9, 14",0.13861481868882863
2014-06-10,104.1391,104.4641,103.4475,104.4391,5877350,5877350,0.808248,0.78,104.1328,"Jun 10, 14",0.14749579189318665
2014-06-11,104.2641,104.5474,103.8392,104.3058,4570851,4570851,-0.133317,-0.128,104.2902,"Jun 11, 14",0.14603119492653954
2014-06-12,104.7641,105.1807,104.5058,105.0807,6815809,6815809,0.774917,0.743,104.9038,"Jun 12, 14",0.1545451948474314
2014-06-13,104.939,106.0389,104.9057,106.0389,5578790,5578790,0.958234,0.912,105.6407,"Jun 13, 14",0.16507315293776403
2014-06-16,105.9473,107.3263,105.9389,107.1055,7074254,7074254,1.0666,1.006,106.867,"Jun 16, 14",0.17679212611575276
2014-06-17,106.5722,107.5261,106.2972,107.3471,6721037,6721037,0.241644,0.226,107.0026,"Jun 17, 14",0.17944663944765032
2014-06-18,107.4554,108.7386,106.9555,108.5553,7703901,7703901,1.2082,1.126,108.0525,"Jun 18, 14",0.1927214035519499
2014-06-19,108.5637,109.9885,108.247,109.9802,7425763,7425763,1.4249,1.313,109.291,"Jun 19, 14",0.20837709910915592
2014-06-20,109.9468,110.3218,109.0553,110.2718,11350979,11350979,0.291635,0.265,110.0934,"Jun 20, 14",0.211580973643847
2014-06-23,110.4218,111.2967,110.3385,110.8051,11010250,11010250,0.533278,0.484,110.7561,"Jun 23, 14",0.21744046023284128
2014-06-24,110.6051,111.2051,109.7469,109.7969,8581147,8581147,-1.0082,-0.91,110.3451,"Jun 24, 14",0.2063631409397153
2014-06-25,109.4386,110.2885,109.1636,109.3469,6714259,6714259,-0.449952,-0.41,109.6259,"Jun 25, 14",0.20141889011457492
2014-06-26,109.3302,109.3386,107.9304,109.0886,6111572,6111572,-0.258307,-0.236,108.6893,"Jun 26, 14",0.19858089014094418
2014-06-27,108.9303,109.1094,107.7387,108.622,8674870,8674870,-0.466619,-0.428,111.1995,"Jun 27, 14",0.19345425139647626
2014-06-30,108.447,108.847,107.7971,108.7803,5708219,5708219,0.158317,0.146,109.0094,"Jun 30, 14",0.1951935289645201
2014-07-01,109.1053,109.5052,108.7052,108.772,4001310,4001310,-0.008332,-0.008,108.9948,"Jul 1, 14",0.1951023350048565
